activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,20669634,[],CHEMBL4620437,Inhibition of JAK1/TYK2 in human whole blood assessed as reduction in IFNalpha-induced STAT phosphorylation by flow cytometry,B,,,BAO_0000190,BAO_0000221,tissue-based format,N#C[C@@H]1C[C@H]1C(=O)N[C@@]12C[C@@H]1CN(c1nc(Nc3cnn(CCO)c3)ncc1F)C2,,,CHEMBL4619733,Bioorg Med Chem,2020,"{'bei': '16.52', 'le': '0.31', 'lle': '6.42', 'sei': '5.16'}",CHEMBL4644138,,CHEMBL4644138,6.82,0,http://www.openphacts.org/units/Nanomolar,3480586,=,1,1,=,,IC50,nM,,153.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,153.0
,20669635,[],CHEMBL4620437,Inhibition of JAK1/TYK2 in human whole blood assessed as reduction in IFNalpha-induced STAT phosphorylation by flow cytometry,B,,,BAO_0000190,BAO_0000221,tissue-based format,N#C[C@H]1C[C@@H]1C(=O)N[C@@]12C[C@@H]1CN(c1nc(Nc3cnn(CCO)c3)ncc1F)C2,,,CHEMBL4619733,Bioorg Med Chem,2020,"{'bei': '13.92', 'le': '0.26', 'lle': '5.34', 'sei': '4.35'}",CHEMBL4638906,,CHEMBL4638906,5.74,0,http://www.openphacts.org/units/Nanomolar,3480587,=,1,1,=,,IC50,nM,,1812.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,1812.0
,20669636,[],CHEMBL4620437,Inhibition of JAK1/TYK2 in human whole blood assessed as reduction in IFNalpha-induced STAT phosphorylation by flow cytometry,B,,,BAO_0000190,BAO_0000221,tissue-based format,C[C@@H]1[C@@H]2CN(c3nc(Nc4cnn(CCO)c4)ncc3F)C[C@]12NC(=O)[C@@H]1C[C@H]1C#N,,,CHEMBL4619733,Bioorg Med Chem,2020,"{'bei': '16.01', 'le': '0.30', 'lle': '6.18', 'sei': '5.17'}",CHEMBL4644578,,CHEMBL4644578,6.83,0,http://www.openphacts.org/units/Nanomolar,3480588,=,1,1,=,,IC50,nM,,148.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,148.0
,20669637,[],CHEMBL4620437,Inhibition of JAK1/TYK2 in human whole blood assessed as reduction in IFNalpha-induced STAT phosphorylation by flow cytometry,B,,,BAO_0000190,BAO_0000221,tissue-based format,C[C@@H]1[C@@H]2CN(c3nc(Nc4cnn(CCO)c4)ncc3F)C[C@]12NC(=O)[C@H]1C[C@@H]1C#N,,,CHEMBL4619733,Bioorg Med Chem,2020,"{'bei': '14.10', 'le': '0.26', 'lle': '5.36', 'sei': '4.56'}",CHEMBL4637190,,CHEMBL4637190,6.01,0,http://www.openphacts.org/units/Nanomolar,3480589,=,1,1,=,,IC50,nM,,971.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,971.0
,20669638,[],CHEMBL4620437,Inhibition of JAK1/TYK2 in human whole blood assessed as reduction in IFNalpha-induced STAT phosphorylation by flow cytometry,B,,,BAO_0000190,BAO_0000221,tissue-based format,C[C@@H]1[C@@H]2CN(c3nc(Nc4cnn(C)c4)ncc3F)C[C@]12NC(=O)[C@@H]1C[C@H]1C#N,,,CHEMBL4619733,Bioorg Med Chem,2020,"{'bei': '17.81', 'le': '0.33', 'lle': '5.87', 'sei': '6.32'}",CHEMBL4634433,,CHEMBL4634433,7.06,0,http://www.openphacts.org/units/Nanomolar,3480590,=,1,1,=,,IC50,nM,,87.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,87.0
,20669639,[],CHEMBL4620437,Inhibition of JAK1/TYK2 in human whole blood assessed as reduction in IFNalpha-induced STAT phosphorylation by flow cytometry,B,,,BAO_0000190,BAO_0000221,tissue-based format,C[C@@H]1[C@@H]2CN(c3nc(Nc4cnn(C)c4)ncc3F)C[C@]12NC(=O)[C@H]1C[C@@H]1C#N,,,CHEMBL4619733,Bioorg Med Chem,2020,"{'bei': '16.08', 'le': '0.30', 'lle': '5.19', 'sei': '5.70'}",CHEMBL4648631,,CHEMBL4648631,6.38,0,http://www.openphacts.org/units/Nanomolar,3480591,=,1,1,=,,IC50,nM,,421.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,421.0
,20669640,[],CHEMBL4620437,Inhibition of JAK1/TYK2 in human whole blood assessed as reduction in IFNalpha-induced STAT phosphorylation by flow cytometry,B,,,BAO_0000190,BAO_0000221,tissue-based format,C[C@@H]1[C@@H]2CN(c3nc(Nc4cnn(C)c4)ncc3F)C[C@]12NC(=O)[C@@H]1CC1(F)F,,,CHEMBL4619733,Bioorg Med Chem,2020,"{'bei': '16.49', 'le': '0.32', 'lle': '5.03', 'sei': '7.64'}",CHEMBL4635625,,CHEMBL4635625,6.72,0,http://www.openphacts.org/units/Nanomolar,3480592,=,1,1,=,,IC50,nM,,191.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,191.0
,20669641,[],CHEMBL4620437,Inhibition of JAK1/TYK2 in human whole blood assessed as reduction in IFNalpha-induced STAT phosphorylation by flow cytometry,B,,,BAO_0000190,BAO_0000221,tissue-based format,C[C@@H]1[C@@H]2CN(c3nc(Nc4cnn(C)c4)ncc3F)C[C@]12NC(=O)[C@H]1CC1(F)F,,,CHEMBL4619733,Bioorg Med Chem,2020,"{'bei': '14.14', 'le': '0.27', 'lle': '4.07', 'sei': '6.55'}",CHEMBL4635104,,CHEMBL4635104,5.76,0,http://www.openphacts.org/units/Nanomolar,3480593,=,1,1,=,,IC50,nM,,1733.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,1733.0
,20669653,[],CHEMBL4620438,Inhibition of JAK1/TYK2 in human whole blood assessed as EPO signalling in CD34+ cells by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(N[C@@]12C[C@@H]1CN(c1nc(Nc3cnn(CCO)c3)ncc1F)C2)C1CC1,,,CHEMBL4619733,Bioorg Med Chem,2020,,CHEMBL4640981,,CHEMBL4640981,,0,http://www.openphacts.org/units/Nanomolar,3480583,>,1,1,>,,IC50,nM,,20000.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,20000.0
Not Determined,20669654,[],CHEMBL4620438,Inhibition of JAK1/TYK2 in human whole blood assessed as EPO signalling in CD34+ cells by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(N[C@]12C[C@H]1CN(c1nc(Nc3cnn(CCO)c3)ncc1F)C2)C1CC1,,,CHEMBL4619733,Bioorg Med Chem,2020,,CHEMBL4635334,,CHEMBL4635334,,0,,3480584,,1,0,,,IC50,,,,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,,,,
,20669655,[],CHEMBL4620438,Inhibition of JAK1/TYK2 in human whole blood assessed as EPO signalling in CD34+ cells by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1[C@@H]2CN(c3nc(Nc4cnn(CCO)c4)ncc3F)C[C@]12NC(=O)C1CC1,,,CHEMBL4619733,Bioorg Med Chem,2020,"{'bei': '12.00', 'le': '0.23', 'lle': '3.92', 'sei': '4.45'}",CHEMBL4647223,,CHEMBL4647223,4.82,0,http://www.openphacts.org/units/Nanomolar,3480585,=,1,1,=,,IC50,nM,,15264.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,15264.0
,20669656,[],CHEMBL4620438,Inhibition of JAK1/TYK2 in human whole blood assessed as EPO signalling in CD34+ cells by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,N#C[C@@H]1C[C@H]1C(=O)N[C@@]12C[C@@H]1CN(c1nc(Nc3cnn(CCO)c3)ncc1F)C2,,,CHEMBL4619733,Bioorg Med Chem,2020,"{'bei': '11.85', 'le': '0.22', 'lle': '4.49', 'sei': '3.70'}",CHEMBL4644138,,CHEMBL4644138,4.88,0,http://www.openphacts.org/units/Nanomolar,3480586,=,1,1,=,,IC50,nM,,13017.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,13017.0
,20669657,[],CHEMBL4620438,Inhibition of JAK1/TYK2 in human whole blood assessed as EPO signalling in CD34+ cells by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,N#C[C@H]1C[C@@H]1C(=O)N[C@@]12C[C@@H]1CN(c1nc(Nc3cnn(CCO)c3)ncc1F)C2,,,CHEMBL4619733,Bioorg Med Chem,2020,,CHEMBL4638906,,CHEMBL4638906,,0,http://www.openphacts.org/units/Nanomolar,3480587,>,1,1,>,,IC50,nM,,20000.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,20000.0
,20669658,[],CHEMBL4620438,Inhibition of JAK1/TYK2 in human whole blood assessed as EPO signalling in CD34+ cells by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1[C@@H]2CN(c3nc(Nc4cnn(CCO)c4)ncc3F)C[C@]12NC(=O)[C@@H]1C[C@H]1C#N,,,CHEMBL4619733,Bioorg Med Chem,2020,"{'bei': '13.66', 'le': '0.26', 'lle': '5.18', 'sei': '4.41'}",CHEMBL4644578,,CHEMBL4644578,5.83,0,http://www.openphacts.org/units/Nanomolar,3480588,=,1,1,=,,IC50,nM,,1492.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,1492.0
,20669659,[],CHEMBL4620438,Inhibition of JAK1/TYK2 in human whole blood assessed as EPO signalling in CD34+ cells by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1[C@@H]2CN(c3nc(Nc4cnn(CCO)c4)ncc3F)C[C@]12NC(=O)[C@H]1C[C@@H]1C#N,,,CHEMBL4619733,Bioorg Med Chem,2020,"{'bei': '11.47', 'le': '0.22', 'lle': '4.24', 'sei': '3.71'}",CHEMBL4637190,,CHEMBL4637190,4.89,0,http://www.openphacts.org/units/Nanomolar,3480589,=,1,1,=,,IC50,nM,,12850.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,12850.0
,20669660,[],CHEMBL4620438,Inhibition of JAK1/TYK2 in human whole blood assessed as EPO signalling in CD34+ cells by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1[C@@H]2CN(c3nc(Nc4cnn(C)c4)ncc3F)C[C@]12NC(=O)[C@@H]1C[C@H]1C#N,,,CHEMBL4619733,Bioorg Med Chem,2020,"{'bei': '14.41', 'le': '0.27', 'lle': '4.52', 'sei': '5.11'}",CHEMBL4634433,,CHEMBL4634433,5.71,0,http://www.openphacts.org/units/Nanomolar,3480590,=,1,1,=,,IC50,nM,,1942.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,1942.0
,20669661,[],CHEMBL4620438,Inhibition of JAK1/TYK2 in human whole blood assessed as EPO signalling in CD34+ cells by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1[C@@H]2CN(c3nc(Nc4cnn(C)c4)ncc3F)C[C@]12NC(=O)[C@H]1C[C@@H]1C#N,,,CHEMBL4619733,Bioorg Med Chem,2020,"{'bei': '12.68', 'le': '0.24', 'lle': '3.84', 'sei': '4.50'}",CHEMBL4648631,,CHEMBL4648631,5.03,0,http://www.openphacts.org/units/Nanomolar,3480591,=,1,1,=,,IC50,nM,,9368.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,9368.0
,20669662,[],CHEMBL4620438,Inhibition of JAK1/TYK2 in human whole blood assessed as EPO signalling in CD34+ cells by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1[C@@H]2CN(c3nc(Nc4cnn(C)c4)ncc3F)C[C@]12NC(=O)[C@@H]1CC1(F)F,,,CHEMBL4619733,Bioorg Med Chem,2020,"{'bei': '12.13', 'le': '0.23', 'lle': '3.25', 'sei': '5.62'}",CHEMBL4635625,,CHEMBL4635625,4.94,0,http://www.openphacts.org/units/Nanomolar,3480592,=,1,1,=,,IC50,nM,,11440.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,11440.0
,20669663,[],CHEMBL4620438,Inhibition of JAK1/TYK2 in human whole blood assessed as EPO signalling in CD34+ cells by flow cytometry,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H]1[C@@H]2CN(c3nc(Nc4cnn(C)c4)ncc3F)C[C@]12NC(=O)[C@H]1CC1(F)F,,,CHEMBL4619733,Bioorg Med Chem,2020,"{'bei': '11.60', 'le': '0.22', 'lle': '3.03', 'sei': '5.37'}",CHEMBL4635104,,CHEMBL4635104,4.72,0,http://www.openphacts.org/units/Nanomolar,3480593,=,1,1,=,,IC50,nM,,18837.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,18837.0
,20714970,[],CHEMBL4630024,Inhibition of JAK1/Tyk2 in human PBMC assessed as reduction in INFalpha-induced Stat1 phosphorylation in CD3+CD4+ cells preincubated for 30 mins followed by INFalpha stimulation and measured after 15 mins,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@H]1CN(C(=O)CC#N)[C@]12CCN(c1ncnc3[nH]ccc13)C2,,,CHEMBL4627398,J Med Chem,2020,"{'bei': '24.95', 'le': '0.46', 'lle': '6.44', 'sei': '8.71'}",CHEMBL4297507,DELGOCITINIB,CHEMBL4297507,7.75,0,http://www.openphacts.org/units/Nanomolar,3488920,=,1,1,=,,IC50,nM,,18.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,uM,UO_0000065,,0.018
,22429235,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '60.0'}]",CHEMBL4675819,Inhibition of JAK1/TYK2 signaling pathway in human whole blood assessed as reduction in IL-12 induced STAT4 phosphorylation preincubated for 45 mins followed by IL-12 addition and measured measured after 15 mins by immunostaining based FACS assay,B,,,BAO_0000190,BAO_0000221,tissue-based format,Cn1cc(-c2cn3nccc3c(-c3cnn([C@]4(CC#N)C[C@@H](C#N)C4)c3)n2)cn1,,,CHEMBL4673239,J Med Chem,2020,"{'bei': '18.98', 'le': '0.34', 'lle': '4.74', 'sei': '6.42'}",CHEMBL4459585,ROPSACITINIB,CHEMBL4459585,7.28,0,http://www.openphacts.org/units/Nanomolar,3514623,=,1,1,=,,IC50,nM,,53.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,53.0
,22429274,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '60.0'}]",CHEMBL4675844,Inhibition of JAK1/TYK2 signaling pathway in human whole blood lymphocytes assessed as reduction in IFN-alpha induced STAT3 phosphorylation preincubated for 45 mins followed by IFN-alpha addition and measured measured after 15 mins by FACS assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1cc(-c2cn3nccc3c(-c3cnn([C@]4(CC#N)C[C@@H](C#N)C4)c3)n2)cn1,,,CHEMBL4673239,J Med Chem,2020,"{'bei': '18.73', 'le': '0.34', 'lle': '4.64', 'sei': '6.33'}",CHEMBL4459585,ROPSACITINIB,CHEMBL4459585,7.18,0,http://www.openphacts.org/units/Nanomolar,3514623,=,1,1,=,,IC50,nM,,66.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,66.0
,22429275,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '60.0'}]",CHEMBL4675845,Inhibition of JAK1/TYK2 signaling pathway in human whole blood lymphocytes assessed as reduction in IL-10 induced STAT3 phosphorylation preincubated for 45 mins followed by IFN-alpha addition and measured measured after 15 mins by FACS assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1cc(-c2cn3nccc3c(-c3cnn([C@]4(CC#N)C[C@@H](C#N)C4)c3)n2)cn1,,,CHEMBL4673239,J Med Chem,2020,"{'bei': '16.61', 'le': '0.30', 'lle': '3.83', 'sei': '5.62'}",CHEMBL4459585,ROPSACITINIB,CHEMBL4459585,6.37,0,http://www.openphacts.org/units/Nanomolar,3514623,=,1,1,=,,IC50,nM,,427.0,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,427.0
,23227196,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '60.0'}]",CHEMBL4825792,Inhibition of TYK2/JAK1 signaling pathway in human whole blood assessed as reduction in IFN-alpha induced STAT3 phosphorylation incubated for 60 mins followed by IFN-alpha addition and measured after 20 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000221,tissue-based format,N#CCCn1cc(-c2nc(Nc3ccc4c(ccn4S(=O)(=O)C(F)(F)F)c3)ncc2F)cn1,,,CHEMBL4825658,J Med Chem,2021,"{'bei': '14.68', 'le': '0.29', 'lle': '3.25', 'sei': '5.94'}",CHEMBL4864387,,CHEMBL4864387,7.04,0,http://www.openphacts.org/units/Nanomolar,3612918,=,1,1,=,,IC50,nM,,91.4,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,91.4
,23227199,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '60.0'}]",CHEMBL4825795,Inhibition of JAK1/JAK3 signaling pathway in human whole blood assessed as reduction in IL-21 induced STAT3 phosphorylation incubated for 60 mins followed by IL-21 addition and measured after 20 mins by fluorescence assay,B,,,BAO_0000190,BAO_0000221,tissue-based format,N#CCCn1cc(-c2nc(Nc3ccc4c(ccn4S(=O)(=O)C(F)(F)F)c3)ncc2F)cn1,,,CHEMBL4825658,J Med Chem,2021,"{'bei': '12.08', 'le': '0.24', 'lle': '2.00', 'sei': '4.89'}",CHEMBL4864387,,CHEMBL4864387,5.79,0,http://www.openphacts.org/units/Nanomolar,3612918,=,1,1,=,,IC50,nM,,1611.7,CHEMBL3301391,Homo sapiens,JAK1/TYK2,9606,,,IC50,nM,UO_0000065,,1611.7
